title,url,date,start_time,end_time,image_url,location,recurrence,category,details,source
Live Music every Tuesday & Saturday at Honey Seed,https://www.visitchattanooga.com/events//event/live-music-every-tuesday-%26-saturday-at-honey-seed/20185/,2024-08-13,,,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fill,h_227,q_75,w_340/v1/crm/chattanooga/honey-seed-exterior_CE982A8C-E97E-161D-6083B678CC18FA38_ce9a56a4-f41a-b43c-1cf05085385a5eff.jpg",Honey Seed,"Recurring weekly on Tuesday, Saturday until February 25, 2025",N/A,N/A,Visit Chattanooga
Tuesday Tunes with Catfish Hill,https://www.visitchattanooga.com/events//event/tuesday-tunes-with-catfish-hill/21304/,2024-08-13,,,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fill,h_227,q_75,w_340/v1/clients/chattanooga/chattanooga_default_170b93b4-2635-4fb3-84b2-7c68ad33306f.jpg",1885 Grill,N/A,N/A,N/A,Visit Chattanooga
History Tour (Ruby Falls),N/A,2024-08-12,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-08-14,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Art Deco And Dance With Ballet Esprit,N/A,2024-08-15,,,N/A,Hunter Museum of American Art,,"['', '', '', '', '', '']","In an exhibition-inspired performance, Ballet Esprit will bring Art Deco Glass to life through dance.... Cost: $",CHA Guide Events
Business After Hours | Big Chicken,N/A,2024-08-15,,,N/A,Big Chicken,,"['', '', '', '', '', '']",Business After Hours brings in an average of 200 business folks from around Chattanooga for refreshments & networking. This month's Business... Cost: $,CHA Guide Events
The Concert: A Tribute To ABBA,N/A,2024-08-16,,,N/A,Walker Theatre,,"['', '', '', '', '', '']","The Concert continues to be the top ABBA tribute group in the world, dazzling with their fantastic performance while playing the most iconic... Cost: $ 49+",CHA Guide Events
Nightfall 2024,N/A,2024-08-16,,,N/A,Miller Plaza & Miller Park,,"['', '', '', '', '', '']","The free Nightfall concert series, produced by Chattanooga Presents, will be held each Friday night from May 24 through August 30 2024 - rai... Cost: $",CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-16,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Wild Wonders: A Close Encounter with Native Animals,N/A,2024-08-16,,,N/A,Reflection Riding Arboretum & Nature Center,,"['', '', '', '', '', '']",Take a tour through the Native Animal Area and get a closer look at the animal ambassadors and what makes them important in our ecosystem.... Cost: $ Donation,CHA Guide Events
Chattanooga River Market,N/A,2024-08-17,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-08-17,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
Jamey Johnson @ Soldiers and Sailors Memorial Auditorium,N/A,2024-08-17,,,N/A,Soldiers and Sailors Memorial Auditorium,,"['', '', '', '', '', '']",Jamey Johnson: What A View Tour with Ben Haggard and Emily Ann Roberts... Cost: $ 45+,CHA Guide Events
Riverfront Nights,N/A,2024-08-17,,,N/A,Ross’s Landing,,"['', '', '', '', '', '']",Join Friends of the Festival for “Fourteen Saturdays of Summer” from Memorial Day to Labor Day weekend at Ross’s Landing for FREE live music... Cost: $,CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-17,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Artful Yoga,N/A,2024-08-18,,,N/A,Hunter Museum of American Art,,"['', '', '', '', '', '']",Join The Hunter for an art-inspired yoga practice led this month by Jona Ellis. Artful Yoga is an ongoing series connecting art from the Hun... Cost: $ 5,CHA Guide Events
Tennessee Harp Trio Community Concert,N/A,2024-08-18,,,N/A,Skyline Loft at Ruby Falls,,"['', '', '', '', '', '']","Join Ruby Falls for a free community concert featuring the Tennessee Harp Trio, hosted by Skyline Loft. The Tennessee Harp Trio will perform... Cost: $",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-08-19,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Night Ranger @ Walker Theatre,N/A,2024-08-20,,,N/A,Walker Theatre,,"['', '', '', '', '', '']",Night Ranger: Live in Concert... Cost: $ 59+,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-08-21,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Nightfall 2024,N/A,2024-08-23,,,N/A,Miller Plaza & Miller Park,,"['', '', '', '', '', '']","The free Nightfall concert series, produced by Chattanooga Presents, will be held each Friday night from May 24 through August 30 2024 - rai... Cost: $",CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-23,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Chattanooga River Market,N/A,2024-08-24,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-08-24,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
Riverfront Nights,N/A,2024-08-24,,,N/A,Ross’s Landing,,"['', '', '', '', '', '']",Join Friends of the Festival for “Fourteen Saturdays of Summer” from Memorial Day to Labor Day weekend at Ross’s Landing for FREE live music... Cost: $,CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-24,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Nate Jackson @ Walker Theatre,N/A,2024-08-24,,,N/A,Walker Theatre,,"['', '', '', '', '', '']",Nate Jackson: Super Funny World Tour... Cost: $ 52+,CHA Guide Events
Chocolate Festival,N/A,2024-08-24,,,N/A,Creative Discovery Museum,,"['', '', '', '', '', '']","Throughout the day, sample different chocolates, make cocoa butter lip balm, join a cooking class to make chocolate-based treats, and learn ... Cost: $",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-08-26,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-08-28,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Nightfall 2024,N/A,2024-08-30,,,N/A,Miller Plaza & Miller Park,,"['', '', '', '', '', '']","The free Nightfall concert series, produced by Chattanooga Presents, will be held each Friday night from May 24 through August 30 2024 - rai... Cost: $",CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-30,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Chattanooga River Market,N/A,2024-08-31,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-08-31,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
Riverfront Nights,N/A,2024-08-31,,,N/A,Ross’s Landing,,"['', '', '', '', '', '']",Join Friends of the Festival for “Fourteen Saturdays of Summer” from Memorial Day to Labor Day weekend at Ross’s Landing for FREE live music... Cost: $,CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-08-31,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
Labor Day Brunch at Whitebird/The Edwin Hotel,N/A,2024-09-02,,,N/A,Whitebird,,"['', '', '', '', '', '']","Join Whitebird for a special Labor Day Brunch from 10:30 AM to 1:00 PM. Indulge in delicious brunch favorites, enjoy refreshing beverages, a... Cost: $",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-09-02,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-09-04,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Candlelight: Tribute to Beyoncé,N/A,2024-09-05,,,N/A,The Beverly Ballroom at Hotel Chalet,,"['', '', '', '', '', '']","Candlelight concerts bring the magic of a live, multi-sensory musical experience to awe-inspiring locations like never seen before in Chatta... Cost: $ 42+",CHA Guide Events
Chattanooga River Market,N/A,2024-09-07,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-09-07,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
EVENING RIDGE RUNNER,N/A,2024-09-07,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","Join Tennessee Valley Railroad Museum on their annual Evening Ridge Runner train ride. As the sun sets over beautiful Chattanooga, enjoy thi... Cost: $ 15-24",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-09-09,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-09-11,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga River Market,N/A,2024-09-14,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-09-16,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-09-18,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga River Market,N/A,2024-09-21,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-09-21,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
2024 CBD Plus Cannabis Music Festival,N/A,2024-09-21,,,N/A,Coolidge Park,,"['', '', '', '', '', '']","Get ready to groove and embrace the green vibes, where live music and the finest cannabis products come together!... Cost: $",CHA Guide Events
Chickamauga Turn,N/A,2024-09-22,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
History Tour (Ruby Falls),N/A,2024-09-23,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-09-25,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Intermission - A celebration of the arts in Chattanooga,N/A,2024-09-25,,,N/A,Chattanooga Theater Center,,"['', '', '', '', '', '']",Spend an enchanting evening celebrating the arts in Chattanooga! ArtsBuild is thrilled to present the 2024 Ruth Holmberg Arts Leadership Awa... Cost: $ 155,CHA Guide Events
Chickamauga Turn,N/A,2024-09-27,,,N/A,Tennessee Valley Railroad Museum,,"['', '', '', '', '', '']","All aboard the Chickamauga Turn for a 6-hour ride to the historic Civil War town of Chickamauga, Georgia, via the former Central of Georgia ... Cost: $ 58+",CHA Guide Events
Chattanooga River Market,N/A,2024-09-28,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
KIC Food Truck Festival & Expo,N/A,2024-09-28,,,N/A,Kitchen Incubator of Chattanooga,,"['', '', '', '', '', '']",Get ready for the 2nd Annual Food Truck Festival & Expo at the Kitchen Incubator of Chattanooga on September 28th from 4:00 PM to 9:00 PM ! ... Cost: $,CHA Guide Events
History Tour (Ruby Falls),N/A,2024-09-30,,,N/A,Ruby Falls,,"['', '', '', '', '', '']",Discover the incredible lore and rich history of Ruby Falls while exploring the cavern trail to the thundering waterfall with a senior-level... Cost: $ 39.95,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-10-02,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
OVO – a buzzing Cirque du Soleil spectacular,N/A,2024-10-03,,,N/A,McKenzie Arena,,"['', '', '', '', '', '']","Cirque du Soleil is thrilled to announce its return to Chattanooga, Tennessee, with its newly revisited high-energy and high-acrobatic produ... Cost: $",CHA Guide Events
Chattanooga River Market,N/A,2024-10-05,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-10-09,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-10-16,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga River Market,N/A,2024-10-19,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-10-23,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Candlelight: A Haunted Evening of Halloween Classics,N/A,2024-10-24,,,N/A,The Beverly Ballroom at Hotel Chalet,,"['', '', '', '', '', '']","Candlelight concerts bring the magic of a live, multi-sensory musical experience to awe-inspiring locations like never seen before in Chatta... Cost: $ 42+",CHA Guide Events
Chattanooga River Market,N/A,2024-10-26,,,N/A,Tennessee Aquarium Plaza,,"['', '', '', '', '', '']","Shop dozens of local and regional artists on the Tennessee Aquarium Plaza. You’ll find beautiful jewelry, hand-made crafts, artisan foods, w... Cost: $",CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-10-30,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-11-06,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-11-13,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Date Night at Frothy Monkey,N/A,2024-11-14,,,N/A,Frothy Monkey,,"['', '', '', '', '', '']","Date Night at Frothy Monkey is a chef-curated 3-course dinner series created for the perfect date night! For only $70, two guests can enjoy ... Cost: $ 70",CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-11-20,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-12-04,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-12-11,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
Chattanooga Market at Erlanger,N/A,2024-12-18,,,N/A,Erlanger Medical Mall,,"['', '', '', '', '', '']",The Erlanger Market is a smaller version of the popular downtown Chattanooga Market. It’s located in the Erlanger Medical Mall (across from ... Cost: $,CHA Guide Events
"WHITECHAPEL ""TENNESSEE TAKEOVER 2024""",N/A,2024-12-19,,,N/A,The Signal,,"['', '', '', '', '', '']","At this stage in the game, the name Whitechapel commands respect. Already sitting on one of the most enviable catalogs in contemporary metal... Cost: $ 37.37-63.63",CHA Guide Events
Bat Cave Kayak Tour with Chattanooga Guided Adventures,https://www.chattanoogapulse.com/events/bat-cave-kayak-tour-chattanooga-guided-adventures/?occ_dtstart=2024-08-12T19:00,,,,https://www.chattanoogapulse.com/downloads/30592/download/PXL_20240317_231122463.jpg?cb=dc76234db6bf6ac8c662f89b5fa96df7&w=220&h=,Nickajack Bat Cave Maple View Recreation Area,N/A,"['Education & Learning, Kids & Family, Outdoor']","Book a guided kayak tour to see thousands of endangered bats, learn bat facts, and how to help bat populations! Read more",Chattanooga Pulse
Gate 11 Monday Night Blues Jam,https://www.chattanoogapulse.com/events/gate-11-monday-night-blues-jam/?occ_dtstart=2024-08-12T20:00,,,,https://www.chattanoogapulse.com/downloads/26536/download/346267141_793828828666148_8086156455016631366_n.jpg?cb=3c93c436848f16af9266385cc275f4b8&w=220&h=,Gate 11 Distillery,N/A,['Concerts & Live Music'],Set in with the Robin Baker Blues Band as we celebrate the blues every Monday from 8:00pm-10:00pm. Read more,Chattanooga Pulse
Chickamauga Dam Lock Kayak Tour,https://www.chattanoogapulse.com/events/chickamauga-dam-lock-kayak-tour/?occ_dtstart=2024-08-12T00:00,2024-08-12,,,https://www.chattanoogapulse.com/downloads/30593/download/PXL_20240802_155527261%7E3.jpg?cb=acf96a4abe66f86623600a790aa0db53&w=220&h=,Tennessee Riverpark (Hubert Fry Center Oval),N/A,"['Education & Learning, Kids & Family, Outdoor']",Kayak through a dam lock on this beginner friendly tour. Learn the history of TVA and flood damage in the Tennessee Valley! Read more,Chattanooga Pulse
Chickamauga Dam Lock Kayak Tour,https://www.chattanoogapulse.com/events/chickamauga-dam-lock-kayak-tour/?occ_dtstart=2024-08-13T00:00,2024-08-13,,,https://www.chattanoogapulse.com/downloads/30593/download/PXL_20240802_155527261%7E3.jpg?cb=acf96a4abe66f86623600a790aa0db53&w=220&h=,Tennessee Riverpark (Hubert Fry Center Oval),N/A,"['Education & Learning, Kids & Family, Outdoor']",Kayak through a dam lock on this beginner friendly tour. Learn the history of TVA and flood damage in the Tennessee Valley! Read more,Chattanooga Pulse
Tap & Talk Networking,https://www.chattanoogapulse.com/events/tap-talk-networking/?occ_dtstart=2024-08-13T17:30,,,,https://www.chattanoogapulse.com/downloads/27758/download/Copy%20of%20Networking%20Event%20Graphic.png?cb=6122c05c0a000151549c546cdbe93a77&w=220&h=,Craft Axe Throwing,N/A,"['Business & Career, Food & Drink, This & That']",Enjoy free axe throwing and networking with other business professionals in the Chattanooga area! Read more,Chattanooga Pulse
